22,&#1705&#1606&#1578&#1585&#1604 &#1583&#1575&#1588&#1578&#1606\ &#1583&#1575&#1606&#1587&#1578&#1606&#1548 &#1606&#1711&#1607&#1583&#1575&#1588&#1578&#1606 &#1740&#1705 &#1588&#1740 &#1575&#1587&#1578 ,0,0,0,1
8,&#1576&#1585&#1607&#1607  &#1586&#1605&#1575&#1606&#1740 &#1588&#1740 &#1575&#1740 &#1583&#1585 &#1581&#1585&#1705&#1578 &#1575&#1587&#1578,0,0,0,1
51,&#1578&#1605&#1575&#1740&#1604 &#1740&#1705 &#1606&#1740&#1585&#1608&#1740 &#1608&#1575&#1602&#1593&#1740 &#1575&#1587&#1578,1,0,0,0
70,&#1583&#1587&#1578&#1740&#1575&#1576&#1740 &#1576&#1607 &#1607&#1583&#1601&#1548 &#1585&#1587&#1740&#1583&#1606 &#1576&#1607 &#1605&#1602&#1589&#1583 &#1575&#1587&#1578,1,0,0,0
3,&#1601&#1593&#1575&#1604&#1740&#1578  &#1586&#1606&#1583&#1607 &#1576&#1608&#1583&#1606 \ &#1605&#1585&#1583&#1606 &#1575&#1587&#1578,1,0,0,0
73,&#1582&#1608&#1576&#1740 &#1608 &#1576&#1583&#1740 &#1576&#1608 &#1575&#1587&#1578,0,0,1,0
7,&#1601&#1593&#1575&#1604&#1740&#1578  &#1586&#1606&#1583&#1607 &#1576&#1608&#1583&#1606 \ &#1605&#1585&#1583&#1606 &#1575&#1587&#1578,0,0,1,0
28,&#1578&#1605&#1575&#1740&#1604 &#1740&#1705 &#1606&#1740&#1585&#1608&#1740 &#1608&#1575&#1602&#1593&#1740 &#1575&#1587&#1578,0,1,0,0
24,&#1705&#1605&#1740&#1578 &#1575&#1606&#1583&#1575&#1586&#1607 &#1608&#1575&#1602&#1593&#1740 &#1575&#1587&#1578,0,1,0,0
44,&#1705&#1605&#1740&#1578 &#1575&#1606&#1583&#1575&#1586&#1607 &#1608&#1575&#1602&#1593&#1740 &#1575&#1587&#1578,1,0,0,0
57,&#1601&#1593&#1575&#1604&#1740&#1578  &#1586&#1606&#1583&#1607 &#1576&#1608&#1583&#1606 \ &#1605&#1585&#1583&#1606 &#1575&#1587&#1578,1,0,0,0
65,&#1606&#1705&#1578&#1607 &#1581&#1575&#1574&#1586 &#1575&#1607&#1605&#1740&#1578 &#1575&#1606&#1583&#1575&#1586&#1607 &#1608&#1575&#1602&#1593&#1740 &#1575&#1587&#1578.,1,0,0,0
62,&#1705&#1606&#1578&#1585&#1604 &#1583&#1575&#1588&#1578&#1606 &#1605&#1608&#1590&#1593&#1711&#1740&#1585&#1740 &#1593&#1605&#1608&#1583&#1740 &#1575&#1587&#1578,0,0,1,0
32,&#1705&#1605&#1740&#1578 &#1575&#1585&#1578&#1601&#1575&#1593 &#1593&#1605&#1608&#1583&#1740 &#1575&#1587&#1578,0,1,0,0
33,,0,1,0,0
79,&#1606&#1705&#1578&#1607 &#1581&#1575&#1574&#1586 &#1575&#1607&#1605&#1740&#1578 &#1605&#1585&#1705&#1586&#1740&#1578 &#1605&#1705&#1575&#1606&#1740 &#1575&#1587&#1578.,0,0,1,0
30,&#1583&#1585&#1705 &#1705&#1585&#1583&#1606\ &#1583&#1575&#1606&#1587&#1578&#1606&#1548 &#1583&#1740&#1583&#1606 &#1670&#1740&#1586&#1740 &#1575&#1587&#1578 ,0,0,1,0
15,&#1583&#1587&#1578&#1740&#1575&#1576&#1740 &#1576&#1607 &#1607&#1583&#1601&#1548 &#1585&#1587&#1740&#1583&#1606 &#1576&#1607 &#1588&#1740 &#1605&#1608&#1585&#1583 &#1606&#1592&#1585 &#1575&#1587&#1578,1,0,0,0
63,&#1582&#1608&#1576&#1740 &#1608 &#1576&#1583&#1740 &#1576&#1608 &#1575&#1587&#1578,0,0,1,0
58,&#1601&#1593&#1575&#1604&#1740&#1578 &#1582&#1608&#1575&#1576 &#1740&#1575 &#1576&#1740&#1583&#1575&#1585&#1740 &#1575&#1587&#1578,0,0,1,0
undefined,undefined,0,0,1,0
